age,job_n,marital_n,education_n,housing_n,month_n,pdays_n,duration,cons.conf.idx
26,2,1,1,0,1,0,463,-41.8
42,2,0,6,1,3,0,71,-36.1
23,11,1,1,1,0,0,78,-46.2
42,3,0,2,0,0,0,287,-36.4
25,2,0,1,0,0,0,498,-36.4
30,2,1,6,0,3,0,123,-36.1
56,4,1,4,1,0,0,80,-46.2
45,2,0,6,0,0,0,134,-36.4
35,3,0,3,1,8,0,114,-47.1
35,3,0,1,0,5,0,540,-42.0
33,2,2,6,1,5,0,119,-42.0
39,8,0,4,0,2,0,49,-42.7
42,8,1,6,1,5,0,73,-42.0
27,11,1,6,0,1,0,137,-41.8
24,11,1,1,0,3,0,276,-31.4
33,4,1,6,0,3,0,68,-36.1
54,6,2,6,0,0,0,611,-36.4
50,3,2,3,1,1,0,288,-41.8
46,2,0,1,0,8,0,194,-34.6
47,0,0,0,0,2,0,38,-42.7
36,2,1,6,0,1,8,706,-39.8
45,2,2,6,1,3,0,390,-36.1
37,2,0,1,1,0,0,697,-36.4
47,3,0,3,1,0,0,185,-36.4
57,3,0,0,1,1,0,75,-41.8
52,3,0,0,0,3,0,209,-36.1
37,6,0,6,0,1,0,303,-41.8
50,1,2,0,1,1,0,168,-41.8
38,3,0,1,1,0,8,839,-46.2
41,7,0,4,1,0,0,34,-46.2
44,8,0,4,0,0,0,626,-36.4
60,2,0,1,0,0,0,253,-36.4
39,4,0,4,1,2,0,178,-42.7
49,0,1,1,1,0,0,110,-36.4
36,7,0,2,1,5,0,46,-42.0
34,2,2,6,1,3,0,111,-36.1
41,6,2,6,0,5,0,157,-42.0
40,4,1,6,0,3,0,140,-36.1
32,3,0,0,1,0,0,926,-36.4
52,3,1,5,0,2,0,137,-42.7
65,0,2,0,1,3,0,212,-31.4
51,7,0,2,1,1,0,262,-40.8
42,3,2,0,0,1,0,134,-41.8
46,0,0,0,1,1,0,71,-41.8
33,8,0,1,1,0,0,103,-36.4
33,4,0,4,1,0,0,500,-46.2
35,2,0,6,0,0,0,60,-36.4
28,6,1,3,1,0,0,106,-46.2
59,5,2,0,0,2,0,410,-40.3
34,1,1,1,0,5,0,62,-42.0
28,1,1,1,1,0,0,178,-46.2
52,10,0,6,1,0,0,541,-36.4
48,3,0,4,0,0,0,291,-46.2
42,4,0,6,1,5,0,81,-42.0
53,4,0,6,2,8,0,758,-34.6
32,7,1,1,1,5,0,73,-42.0
45,1,0,4,1,3,0,125,-36.1
27,3,1,0,1,0,0,206,-46.2
37,2,0,6,1,3,0,191,-36.1
33,2,0,1,0,2,0,156,-42.7
35,3,1,2,0,1,0,81,-41.8
42,6,2,6,1,2,0,141,-42.7
42,6,0,6,1,3,14,436,-31.4
47,1,2,1,1,0,0,47,-46.2
48,3,2,0,1,2,0,169,-42.7
29,2,1,1,2,0,0,249,-46.2
38,3,0,2,0,1,0,37,-41.8
29,2,1,1,1,0,0,362,-36.4
34,2,1,6,1,2,0,46,-42.7
39,1,2,1,1,5,0,222,-42.0
32,1,0,1,0,2,0,44,-42.7
32,3,1,3,1,5,0,276,-42.0
44,1,0,5,0,1,0,360,-41.8
33,1,1,1,1,1,0,326,-41.8
29,10,0,6,1,2,0,306,-42.7
51,1,0,4,0,0,0,158,-36.4
37,2,1,6,1,0,0,194,-46.2
40,3,0,0,0,2,0,29,-42.7
40,3,2,5,1,2,0,160,-42.7
42,2,1,6,0,2,0,401,-42.7
48,2,0,4,0,3,0,369,-36.1
57,3,0,3,1,0,0,399,-46.2
32,2,0,6,0,5,0,165,-42.0
35,3,0,2,0,0,0,43,-46.2
54,0,0,0,0,2,0,522,-42.7
46,2,2,1,1,0,0,354,-36.4
36,4,0,4,0,3,0,201,-36.1
49,2,0,3,1,5,0,204,-42.0
37,1,2,2,0,5,0,667,-42.0
51,2,0,1,0,3,0,301,-36.1
52,1,0,2,1,0,0,169,-46.2
40,4,1,4,1,1,0,87,-41.8
35,3,0,2,0,0,0,102,-36.4
33,4,0,4,0,3,0,45,-36.1
37,8,0,6,1,5,0,48,-42.0
41,4,1,1,1,0,0,181,-36.4
56,2,0,6,0,2,0,139,-42.7
28,2,1,6,0,4,3,225,-49.5
32,3,0,4,1,8,0,652,-47.1
31,3,1,3,0,0,0,37,-46.2
49,4,1,6,1,0,0,56,-36.4
25,2,1,1,1,0,0,238,-46.2
30,2,1,6,1,3,0,244,-36.1
42,6,0,6,1,3,0,715,-36.1
57,2,0,6,1,2,0,104,-42.7
56,3,0,0,0,2,0,55,-42.7
31,4,1,5,0,3,0,155,-38.3
28,2,0,6,1,0,0,101,-36.4
33,4,1,4,0,0,0,480,-46.2
39,4,0,4,0,0,0,126,-36.4
50,6,0,6,1,4,0,197,-49.5
26,2,0,6,1,2,0,588,-42.7
49,6,2,6,0,0,0,170,-36.4
34,6,1,6,0,2,0,257,-42.7
32,6,1,6,0,3,0,159,-36.1
28,2,1,6,1,0,0,393,-36.4
36,2,0,6,1,8,6,483,-47.1
34,4,1,4,0,1,0,432,-41.8
45,8,0,3,1,2,0,71,-42.7
34,3,0,1,1,2,0,50,-42.7
38,2,1,6,1,3,0,417,-36.1
25,3,0,3,1,1,0,60,-41.8
26,7,0,3,1,0,0,217,-46.2
39,3,0,3,1,2,0,99,-42.7
46,3,0,2,0,1,0,98,-41.8
33,0,1,1,1,8,0,114,-47.1
26,3,0,2,1,0,0,353,-36.4
48,6,0,6,0,3,0,115,-36.1
40,8,0,6,0,8,0,775,-47.1
38,2,0,6,2,0,0,154,-36.4
31,2,2,6,0,0,0,239,-46.2
45,3,0,5,1,8,0,263,-47.1
33,3,1,0,0,8,0,210,-47.1
42,2,0,6,1,0,0,261,-36.4
31,10,0,6,1,1,0,130,-41.8
38,2,0,6,0,4,0,180,-26.9
34,3,0,3,0,2,0,215,-42.7
39,6,0,6,2,3,0,185,-36.1
39,4,2,1,0,7,3,174,-34.8
32,4,0,3,0,0,0,64,-46.2
36,3,1,3,1,2,0,445,-42.7
42,7,0,3,1,0,0,76,-36.4
82,5,0,6,0,9,3,81,-37.5
45,10,0,6,0,3,0,254,-36.1
30,3,1,3,1,0,0,163,-36.4
30,2,1,6,0,2,0,98,-42.7
52,2,2,6,0,2,0,323,-42.7
30,2,1,6,1,3,0,133,-36.1
33,1,2,1,0,2,0,654,-42.7
43,2,0,6,1,1,0,281,-40.8
33,3,0,3,0,1,0,8,-41.8
35,11,1,6,0,1,0,10,-41.8
45,6,0,6,0,1,0,126,-41.8
35,4,0,4,1,2,0,570,-42.7
42,2,0,6,1,5,0,419,-50.8
29,2,0,6,0,2,0,319,-42.7
30,3,0,5,0,0,0,85,-36.4
38,0,0,0,0,2,0,136,-42.7
49,1,1,0,0,0,0,312,-36.4
56,1,1,1,0,3,0,555,-31.4
38,3,2,0,1,2,0,85,-42.7
28,3,0,3,1,0,0,180,-36.4
30,3,0,1,1,5,0,14,-42.0
33,2,0,6,1,0,0,171,-46.2
48,1,2,1,1,8,0,436,-47.1
28,2,1,1,0,1,0,22,-41.8
30,2,1,1,0,0,0,142,-36.4
37,2,0,6,1,5,0,281,-50.8
51,10,0,0,0,3,0,148,-36.1
35,2,0,6,1,3,3,419,-31.4
49,3,2,5,0,2,0,291,-42.7
43,3,0,3,1,0,0,83,-46.2
40,2,0,3,1,0,0,323,-46.2
39,6,1,6,0,0,0,38,-36.4
34,4,1,4,1,3,0,72,-36.1
42,2,0,6,1,3,0,193,-36.1
58,5,0,4,2,0,0,179,-36.4
44,1,0,0,1,3,0,227,-36.1
58,0,0,0,1,2,0,92,-42.7
32,1,0,1,0,0,0,56,-46.2
58,2,2,6,1,3,0,57,-36.1
33,7,1,1,1,1,0,142,-41.8
32,3,1,1,0,1,0,956,-41.8
58,5,2,4,0,2,0,60,-42.7
30,2,0,6,0,8,0,161,-47.1
37,2,0,6,0,2,0,332,-42.7
37,3,0,3,0,0,0,612,-46.2
64,9,0,5,1,3,0,219,-31.4
34,4,0,3,0,0,0,103,-46.2
42,10,1,6,0,2,0,49,-42.7
67,5,0,2,0,3,0,460,-31.4
55,4,0,4,0,2,0,78,-42.7
34,6,0,6,0,0,0,984,-36.4
43,3,0,0,1,0,0,135,-46.2
39,10,0,1,0,1,0,135,-41.8
32,2,1,1,0,5,0,470,-42.0
26,2,1,1,1,0,0,38,-46.2
67,5,0,0,0,5,0,341,-30.1
46,3,0,2,0,5,0,97,-42.0
36,2,1,1,1,8,0,245,-47.1
30,4,1,6,0,3,0,202,-36.1
54,4,0,3,0,0,0,207,-36.4
26,2,0,1,1,4,0,183,-26.9
53,10,0,6,1,2,0,893,-42.7
43,3,0,0,1,0,0,155,-36.4
35,3,0,5,1,0,0,85,-36.4
34,3,2,2,1,2,0,1491,-42.7
32,2,1,6,0,4,0,96,-26.9
50,3,0,0,1,0,0,197,-46.2
30,3,0,2,1,2,0,74,-42.7
44,2,2,1,0,4,0,634,-26.9
33,3,2,3,0,8,0,129,-47.1
50,3,0,5,1,3,0,589,-31.4
32,3,0,3,1,0,0,102,-46.2
31,2,0,6,0,3,0,23,-36.1
36,4,2,4,1,3,0,76,-36.1
71,6,0,6,1,4,0,127,-26.9
22,11,1,5,1,1,0,139,-40.8
46,1,0,1,0,1,0,153,-41.8
31,2,2,1,0,0,0,267,-36.4
54,0,2,5,0,0,0,167,-36.4
69,5,0,1,0,0,7,289,-40.0
35,1,1,1,1,2,0,116,-42.7
44,3,0,2,1,5,0,358,-42.0
32,4,1,6,0,3,0,83,-36.1
40,4,0,4,1,0,0,94,-46.2
27,3,1,1,0,0,0,80,-46.2
36,3,0,5,1,0,0,25,-46.2
40,2,1,3,0,2,0,1089,-42.7
34,2,0,6,1,3,0,19,-36.1
22,11,1,3,0,0,0,85,-46.2
41,2,0,6,1,9,0,97,-29.8
36,4,1,6,0,3,0,208,-36.1
35,7,0,6,0,4,0,360,-26.9
52,6,0,4,1,0,0,456,-36.4
38,10,0,3,1,2,0,188,-42.7
33,3,0,1,1,0,0,26,-46.2
55,3,0,7,0,2,0,129,-42.7
31,3,1,1,1,0,0,197,-46.2
42,8,0,6,0,2,0,97,-42.7
39,3,0,2,0,0,0,198,-36.4
26,2,0,6,0,2,0,503,-42.7
46,4,0,4,1,6,0,679,-33.0
52,9,0,0,0,0,0,156,-36.4
47,4,0,4,0,5,0,93,-42.0
38,0,0,1,1,2,0,335,-42.7
24,11,1,1,0,2,0,284,-42.7
37,3,1,0,0,2,0,728,-42.7
31,2,1,6,1,8,0,885,-47.1
44,4,2,4,1,2,0,90,-42.7
45,3,0,2,0,0,0,131,-36.4
36,3,0,5,1,8,0,572,-34.6
52,1,0,1,1,1,0,168,-41.8
36,2,2,1,1,8,0,323,-47.1
41,4,0,6,1,0,0,67,-36.4
76,5,0,0,1,0,1,1205,-40.0
52,6,0,5,1,0,0,250,-36.4
52,3,0,1,0,1,0,777,-41.8
40,10,0,6,0,0,0,181,-46.2
45,3,0,0,0,0,0,193,-46.2
44,9,0,4,0,3,0,169,-36.1
39,2,1,5,0,5,0,504,-42.0
48,7,0,1,1,1,0,334,-41.8
41,3,0,3,0,0,0,161,-46.2
58,2,2,6,1,0,0,244,-36.4
45,2,2,1,0,5,0,567,-42.0
49,4,0,6,0,0,0,188,-40.0
28,2,0,6,0,0,0,63,-36.4
33,1,0,0,0,0,0,58,-36.4
30,2,0,6,1,3,0,109,-36.1
26,11,1,3,1,7,0,712,-50.0
39,2,0,1,1,0,0,71,-46.2
24,6,1,6,0,8,0,640,-47.1
49,2,0,3,0,0,0,220,-36.4
59,0,0,0,1,3,0,56,-36.1
45,3,0,3,1,8,0,72,-47.1
38,1,0,1,0,0,0,510,-36.4
28,2,0,6,0,2,0,140,-42.7
45,8,0,0,0,3,0,65,-36.1
36,2,2,6,1,2,0,123,-42.7
52,3,0,0,0,2,0,80,-42.7
44,4,1,6,1,2,0,185,-42.7
26,3,1,3,1,0,0,277,-36.4
35,2,0,6,1,1,4,385,-39.8
55,3,1,3,1,2,0,80,-42.7
38,3,0,0,0,0,0,197,-46.2
50,4,0,5,1,0,0,500,-46.2
43,2,2,1,2,8,0,105,-47.1
39,1,1,1,0,0,0,346,-36.4
32,1,0,1,1,0,0,383,-36.4
34,4,1,6,1,2,0,1065,-42.7
34,2,1,6,1,0,0,468,-36.4
29,1,1,6,0,3,1,265,-38.3
38,6,2,6,1,2,0,543,-42.7
51,3,0,0,1,0,0,601,-46.2
33,2,0,6,0,5,0,162,-42.0
35,6,2,6,0,3,0,83,-36.1
42,0,0,6,1,5,0,85,-42.0
36,3,0,3,0,0,0,133,-46.2
33,2,1,6,0,3,0,87,-38.3
48,6,1,6,1,5,0,90,-42.0
55,1,2,1,1,2,0,47,-42.7
46,2,2,1,1,1,0,372,-40.8
21,8,1,6,1,8,0,345,-47.1
33,4,0,1,0,3,0,442,-36.1
36,4,0,6,1,3,0,156,-36.1
47,4,0,4,0,2,0,208,-42.7
42,3,0,3,1,0,0,209,-36.4
47,1,0,1,1,3,0,207,-36.1
44,3,0,3,1,2,0,89,-42.7
41,3,0,2,0,0,0,259,-36.4
34,3,0,3,1,1,0,197,-41.8
28,11,1,1,1,1,0,1144,-40.8
25,4,1,4,1,2,0,519,-42.7
30,2,1,6,1,2,0,124,-42.7
26,2,0,1,1,1,0,275,-39.8
41,7,0,4,1,0,0,33,-46.2
54,4,0,1,0,8,0,58,-47.1
36,3,1,0,1,0,0,143,-36.4
28,2,1,1,1,2,0,87,-42.7
31,2,1,6,0,3,0,507,-36.1
44,2,0,6,1,5,0,147,-42.0
34,1,0,1,1,2,0,345,-42.7
49,2,2,1,1,1,0,122,-41.8
49,3,0,3,1,1,0,79,-41.8
63,5,0,2,1,4,0,91,-26.9
37,9,0,6,0,0,0,249,-36.4
60,5,2,1,1,2,0,55,-42.7
28,8,0,6,1,2,0,186,-42.7
47,2,2,1,0,1,0,149,-41.8
31,3,0,2,1,0,0,161,-36.4
29,2,3,4,1,5,0,125,-42.0
32,2,1,6,0,3,0,172,-36.1
34,2,0,6,1,3,0,206,-36.1
55,3,0,0,1,1,0,1136,-41.8
32,1,0,1,0,2,0,1271,-42.7
50,3,0,0,0,2,0,849,-42.7
39,3,0,3,2,0,0,143,-46.2
36,6,0,6,2,1,0,192,-40.8
31,2,0,5,1,0,0,208,-46.2
88,5,2,0,1,7,0,96,-50.0
42,1,0,2,0,2,0,376,-42.7
34,1,1,1,0,5,0,202,-42.0
31,2,1,1,0,5,0,100,-42.0
32,6,0,6,0,0,0,119,-46.2
47,3,0,1,1,1,0,224,-41.8
28,3,1,1,1,8,0,771,-47.1
56,6,0,6,0,0,0,750,-36.4
30,3,0,0,1,0,0,463,-46.2
34,1,0,1,0,0,0,514,-36.4
39,2,0,6,1,3,0,328,-36.1
31,7,0,1,0,5,0,111,-42.0
22,11,1,2,1,4,0,89,-26.9
50,2,0,4,0,2,0,306,-42.7
36,2,0,6,1,3,0,45,-36.1
47,3,0,1,2,3,0,153,-36.1
26,1,1,1,0,0,0,243,-46.2
57,1,0,1,1,0,0,11,-46.2
49,2,0,1,0,3,0,151,-36.1
33,3,0,3,1,0,0,449,-46.2
37,8,0,6,0,1,0,133,-39.8
38,1,0,1,0,1,0,253,-41.8
31,2,1,6,0,3,0,47,-36.1
30,4,1,6,1,9,16,173,-37.5
36,1,0,1,1,0,0,195,-36.4
35,10,0,6,1,0,0,253,-36.4
31,3,0,3,1,2,0,250,-42.7
60,5,0,1,0,0,0,512,-46.2
37,3,0,0,1,0,0,151,-36.4
43,2,0,6,1,5,0,135,-30.1
53,4,0,6,0,1,0,498,-41.8
27,0,0,3,1,1,0,614,-41.8
37,2,0,0,1,0,0,65,-36.4
39,1,0,4,1,5,0,148,-42.0
51,2,2,1,1,3,0,133,-31.4
35,3,0,1,1,2,0,281,-42.7
34,3,2,1,1,4,0,160,-40.4
61,6,0,6,1,4,0,336,-26.9
53,2,0,6,1,2,0,205,-42.7
56,3,0,0,1,0,0,400,-36.4
36,1,1,1,1,2,0,249,-42.7
48,4,0,1,1,3,0,126,-36.1
64,5,0,0,1,7,0,262,-34.8
32,6,0,6,0,5,0,51,-42.0
33,6,0,1,1,0,0,110,-36.4
57,3,0,3,0,7,0,94,-34.8
29,2,1,6,1,3,0,203,-36.1
46,6,0,6,1,5,0,123,-42.0
29,3,2,1,1,0,0,1452,-46.2
52,3,0,3,1,0,0,171,-36.4
54,5,2,6,1,0,0,778,-46.2
36,1,2,6,0,0,0,187,-36.4
60,3,0,3,2,2,0,575,-42.7
41,2,2,6,1,5,0,168,-42.0
37,2,1,6,0,3,0,102,-36.1
28,1,1,1,0,1,0,689,-41.8
40,3,0,3,0,0,0,307,-46.2
32,3,0,3,1,5,0,160,-42.0
41,6,0,1,1,0,0,180,-46.2
39,6,0,6,1,9,0,291,-37.5
33,2,1,6,1,3,0,102,-36.1
48,0,0,0,1,3,0,441,-36.1
47,4,0,5,1,5,0,57,-42.0
57,1,2,5,0,0,0,144,-46.2
55,0,0,0,0,8,0,197,-47.1
32,3,0,3,0,0,0,200,-36.4
37,4,0,4,1,3,0,97,-36.1
33,2,1,6,0,3,0,43,-36.1
59,5,0,0,1,3,0,144,-36.1
27,2,0,4,1,0,0,143,-46.2
30,4,0,3,0,0,0,64,-46.2
58,2,0,6,0,3,0,233,-36.1
47,2,2,4,0,5,0,104,-42.0
28,1,0,3,2,0,0,71,-36.4
41,6,0,6,0,1,0,21,-41.8
34,3,0,4,2,5,0,138,-42.0
27,11,1,1,0,2,0,537,-33.6
24,2,0,1,0,0,0,61,-36.4
35,2,2,6,2,0,0,179,-36.4
49,2,2,6,0,0,0,24,-36.4
51,8,0,6,0,1,0,143,-41.8
45,3,0,0,0,2,0,194,-42.7
48,3,0,2,0,3,0,362,-36.1
49,2,0,6,1,3,0,464,-31.4
50,2,0,6,1,0,3,176,-40.0
26,3,1,1,0,2,0,111,-42.7
39,4,1,1,1,1,0,274,-41.8
43,3,0,0,0,0,0,217,-46.2
35,4,1,3,1,5,0,112,-42.0
32,7,0,6,1,2,0,47,-42.7
38,2,0,6,0,0,0,124,-36.4
49,3,0,3,1,0,0,3,-36.4
30,2,1,6,1,2,0,256,-42.7
34,3,0,3,0,1,0,411,-41.8
38,3,1,1,0,0,0,455,-46.2
32,2,1,6,0,2,0,1027,-42.7
56,1,2,1,0,2,0,150,-42.7
45,3,0,4,1,0,0,157,-46.2
51,5,0,6,0,2,0,110,-42.7
52,4,1,0,1,5,0,208,-42.0
30,2,1,6,1,2,0,151,-42.7
37,10,2,1,0,2,0,344,-42.7
34,1,1,1,0,1,0,92,-40.8
36,10,0,6,0,8,0,211,-47.1
39,3,0,0,0,1,0,264,-41.8
34,3,0,3,1,2,0,173,-42.7
33,3,2,3,1,2,0,729,-42.7
32,2,1,1,1,1,0,350,-40.8
37,6,0,6,0,8,0,352,-47.1
58,4,0,6,0,2,0,84,-42.7
31,2,1,6,1,3,0,1032,-36.1
40,2,2,6,0,2,0,114,-42.7
52,10,0,3,1,8,0,67,-47.1
30,3,1,3,0,0,0,151,-46.2
46,2,1,6,1,0,0,801,-46.2
38,3,0,3,0,2,0,95,-42.7
58,1,0,1,1,7,0,113,-34.8
37,3,1,3,0,8,0,282,-47.1
44,3,0,2,0,3,0,314,-36.1
41,3,0,0,1,0,0,211,-36.4
50,4,0,4,0,1,0,158,-41.8
40,4,0,4,0,3,0,94,-36.1
58,3,0,5,1,3,0,48,-36.1
30,3,1,3,0,5,0,88,-42.0
36,4,1,4,0,3,0,209,-36.1
56,2,0,5,2,3,0,119,-36.1
47,4,0,4,1,3,0,185,-36.1
57,2,0,6,1,2,0,118,-42.7
45,0,0,4,1,0,0,1597,-36.4
42,8,0,6,0,3,0,148,-36.1
35,2,0,1,1,2,0,794,-42.7
42,4,0,4,0,3,0,79,-36.1
57,1,2,1,1,0,0,1193,-36.4
31,3,1,3,0,8,0,65,-47.1
35,4,2,1,1,3,0,117,-36.1
36,2,0,6,0,4,0,343,-26.9
53,4,0,5,0,1,0,40,-41.8
42,6,0,3,1,1,0,116,-41.8
52,3,0,0,1,8,0,249,-47.1
45,4,0,4,1,3,0,196,-36.1
36,4,0,3,0,0,0,476,-36.4
33,7,0,1,1,0,0,109,-46.2
56,9,1,3,0,2,0,102,-42.7
31,2,1,6,1,8,0,87,-47.1
36,2,0,6,0,3,0,610,-36.1
25,3,1,2,0,7,0,228,-34.8
59,5,2,0,0,0,0,167,-36.4
41,3,0,3,1,8,0,1038,-47.1
41,2,1,1,1,0,0,85,-36.4
27,1,1,1,0,0,0,472,-46.2
47,2,0,3,1,0,0,136,-36.4
53,1,0,1,0,0,0,113,-36.4
41,2,0,3,1,0,0,344,-36.4
46,2,1,6,1,2,0,62,-42.7
27,8,1,4,0,1,0,162,-40.8
31,2,0,6,0,3,0,150,-36.1
38,2,1,1,1,1,0,287,-41.8
25,11,1,1,1,4,1,189,-49.5
89,5,2,0,1,9,0,314,-37.5
30,4,1,4,0,0,0,509,-36.4
45,1,0,1,0,2,0,77,-42.7
39,8,0,6,0,2,0,175,-42.7
55,4,0,4,1,3,0,86,-36.1
56,0,0,0,1,0,0,81,-36.4
40,8,1,6,0,1,0,54,-40.8
59,5,0,4,1,1,0,435,-41.8
55,2,2,1,1,5,0,179,-42.0
66,0,2,0,1,7,3,201,-34.8
38,2,1,6,1,8,0,510,-47.1
55,6,0,6,1,5,0,280,-42.0
46,4,0,4,0,0,0,87,-46.2
31,4,1,3,1,0,11,479,-46.2
28,7,1,3,0,3,0,261,-38.3
23,2,0,1,0,0,0,7,-46.2
58,3,0,4,1,0,0,214,-36.4
32,4,0,4,0,4,15,691,-49.5
58,1,0,1,0,7,0,198,-34.8
53,8,0,6,1,3,0,48,-36.1
50,2,2,0,1,0,0,8,-46.2
48,4,1,5,1,0,0,722,-36.4
44,4,0,4,0,0,0,754,-36.4
33,3,0,0,0,0,0,21,-36.4
46,2,0,6,1,8,0,154,-47.1
40,0,2,1,1,2,0,43,-42.7
47,3,0,0,1,0,0,162,-36.4
40,2,0,6,1,3,0,197,-36.1
43,3,1,1,1,0,0,107,-46.2
32,2,1,6,0,4,0,371,-26.9
38,2,2,6,1,3,0,339,-36.1
28,4,2,6,0,0,0,193,-36.4
32,10,1,6,1,0,0,355,-36.4
33,2,0,6,0,0,0,243,-36.4
56,6,0,1,1,2,0,131,-42.7
43,2,0,6,1,2,0,112,-42.7
47,2,0,3,1,1,0,96,-41.8
37,1,1,6,0,1,0,160,-41.8
36,7,1,6,1,1,2,205,-40.8
39,3,0,2,0,8,0,239,-47.1
29,7,1,6,0,0,0,211,-36.4
33,4,0,3,0,0,0,493,-36.4
39,3,0,0,0,2,0,204,-42.7
35,7,1,3,0,2,0,936,-42.7
44,6,2,6,0,0,0,79,-46.2
59,5,0,1,1,2,0,81,-42.7
45,4,0,4,0,3,0,122,-36.1
36,3,1,1,0,0,0,389,-36.4
33,2,0,6,2,3,0,73,-36.1
36,4,0,4,0,0,0,541,-46.2
30,3,0,2,1,0,0,77,-46.2
35,4,0,4,1,0,0,14,-46.2
33,8,1,6,2,1,0,169,-41.8
30,3,0,1,1,0,0,85,-36.4
36,4,0,1,1,5,0,38,-42.0
56,6,2,6,1,0,0,118,-36.4
29,2,1,6,1,1,0,154,-40.8
38,6,0,6,0,2,0,486,-33.6
59,5,0,4,0,0,0,905,-36.4
48,1,0,4,1,0,0,253,-36.4
57,3,0,0,1,2,0,10,-42.7
46,4,1,6,0,3,0,185,-36.1
43,4,0,1,0,2,0,322,-42.7
75,5,2,0,1,4,0,502,-26.9
39,10,0,4,1,5,0,291,-42.0
57,5,2,3,0,2,0,897,-33.6
25,2,1,1,0,0,0,268,-36.4
34,1,1,1,2,0,0,147,-36.4
49,2,2,6,0,1,0,487,-41.8
34,3,0,3,0,0,0,107,-36.4
29,2,1,1,1,1,0,17,-41.8
24,11,1,5,1,9,19,222,-37.5
36,6,0,6,0,8,0,180,-47.1
31,3,0,3,0,0,0,173,-36.4
36,3,2,3,1,0,0,170,-46.2
41,3,0,4,0,0,0,144,-36.4
32,1,0,1,0,8,0,340,-47.1
38,9,2,1,1,0,0,107,-36.4
34,4,2,4,1,3,0,644,-36.1
21,11,1,1,1,1,0,270,-39.8
42,4,2,1,1,0,0,228,-46.2
53,2,0,6,0,3,0,107,-36.1
47,3,0,0,1,0,0,101,-46.2
47,2,0,1,0,8,0,517,-47.1
36,3,2,2,1,8,0,339,-47.1
28,2,1,6,0,8,0,917,-47.1
31,2,1,6,1,2,0,107,-42.7
38,2,1,6,1,3,0,118,-36.1
27,3,1,2,1,2,0,246,-42.7
34,4,0,1,1,5,0,1329,-42.0
56,3,0,3,1,2,0,113,-42.7
45,4,0,6,1,3,0,372,-36.1
28,8,1,6,1,7,0,186,-50.0
35,4,0,4,1,0,0,456,-46.2
53,4,0,4,0,2,0,178,-42.7
49,10,0,6,1,0,0,1042,-36.4
34,10,0,0,1,0,0,474,-36.4
34,2,2,6,0,5,0,150,-42.0
42,2,2,6,1,3,0,77,-36.1
58,2,2,6,1,0,0,363,-36.4
34,1,2,1,1,2,0,317,-42.7
46,2,0,1,2,3,0,251,-36.1
47,3,0,0,2,2,0,175,-42.7
40,3,0,2,0,0,0,120,-36.4
38,2,0,6,1,5,3,64,-30.1
55,2,0,1,1,0,0,72,-36.4
55,3,0,0,0,5,0,68,-42.0
54,0,2,6,1,2,0,57,-42.7
39,2,0,1,1,8,0,286,-47.1
58,5,0,6,1,3,0,90,-36.1
38,10,0,6,1,3,17,633,-38.3
58,4,2,3,0,1,0,80,-41.8
42,2,0,0,0,0,0,322,-36.4
31,4,0,6,0,3,0,56,-36.1
50,6,0,3,0,7,0,115,-50.0
35,2,0,6,1,0,0,155,-36.4
51,0,0,6,0,2,0,138,-42.7
35,4,2,4,1,0,0,394,-46.2
25,1,1,3,0,2,0,350,-42.7
37,4,0,4,0,2,0,43,-42.7
46,2,0,6,2,6,0,696,-33.0
35,6,0,6,0,3,0,10,-36.1
36,7,2,4,1,0,0,617,-36.4
48,3,1,0,1,0,0,36,-46.2
48,4,0,4,0,2,0,38,-42.7
45,0,0,6,1,2,0,117,-42.7
31,4,0,4,0,5,0,161,-42.0
28,2,0,1,0,0,0,530,-40.0
44,1,2,1,1,8,0,895,-47.1
24,2,1,6,0,0,0,174,-46.2
33,3,0,3,0,1,0,182,-41.8
44,3,2,2,0,0,0,133,-36.4
46,2,0,6,0,0,0,154,-40.0
46,4,0,3,0,5,0,530,-42.0
30,3,0,3,1,8,0,426,-47.1
30,2,0,1,0,1,0,162,-41.8
31,3,1,1,1,1,0,187,-41.8
37,2,0,1,1,0,0,124,-36.4
30,3,1,3,1,2,0,89,-42.7
31,4,0,6,1,3,0,314,-36.1
38,4,1,1,1,7,0,292,-34.8
56,3,2,0,0,5,0,134,-30.1
24,3,0,0,1,0,0,151,-36.4
41,6,1,3,0,0,0,381,-46.2
49,3,0,2,1,1,0,81,-41.8
38,3,0,2,0,2,0,179,-42.7
45,6,0,6,1,3,0,88,-36.1
45,3,0,5,0,8,0,278,-47.1
58,6,0,5,1,0,0,106,-36.4
58,10,0,1,1,9,0,198,-37.5
43,6,0,5,1,2,0,129,-42.7
44,2,2,1,1,0,0,211,-46.2
30,8,1,6,1,2,0,90,-33.6
29,1,1,1,1,0,0,425,-36.4
52,6,0,6,1,3,0,118,-36.1
39,3,0,3,0,1,0,250,-41.8
36,3,1,6,0,1,0,323,-41.8
34,8,0,3,1,3,0,68,-36.1
34,11,1,6,0,3,0,387,-36.1
42,4,0,3,0,5,0,294,-42.0
30,4,0,4,1,5,0,242,-42.0
36,2,1,6,0,0,0,117,-36.4
42,8,2,6,1,5,0,278,-42.0
32,2,0,6,0,2,0,56,-42.7
23,1,1,4,0,1,0,169,-41.8
